Poster,Title,Year,Certificate,Duration (min),Genre,Rating,Metascore,Director,Cast,Votes,Description,Review Count,Review Title,Review
"https://m.media-amazon.com/images/M/MV5BMTYyOTAxMDA0OF5BMl5BanBnXkFtZTcwNzgwNTc1NA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Insidious,2021.0,UA,103.0,"Horror, Mystery, Thriller",6.8,52.0,James Wan,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye","339,554",A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,741,Scariest Movie I've Seen In Years!!!,"I went into this movie confident that it would be a cheesy, campy romp with the same ""tried and true tricks of the trade,"" like when the hero is investigating the creepy music coming from the basement and a cat jumps into frame, but I quickly discovered that this would not be case with Insidious. After watching the move and obsessing on it for about 12 hours now, I can honestly say it's one of the scariest movies I've ever seen. In fact, there were several points during the film where I screamed like a 13-year old girl at a Justin Beiber concert. Keep in mind I was consciously trying my hardest to keep my composure, mainly because I was sitting beside my new girlfriend of 2 months. She, incidentally, didn't make a peep; thankfully, I later found out she had her eyes closed the whole time. I was also expecting to see some blood and guts, especially coming from the guys who made Saw, but there wasn't a drop. Instead, they used just about everything else in their arsenal to scare the bejesus out of me and everyone else in the theater (my girlfriend included). From literally the opening credits, they created an intense, haunting tension that didn't leave my body till several whiskeys and half a Xanax later. And the movie constantly feeds that tension, making even the characters' mundane family life somehow seem utterly terrifying. I was actually exhausted leaving the theater from all of the uncomfortable squirming I was unable to control. I'd say it's the most calories I've ever burned while watching a movie (well, at least a PG-13 movie). Overall, the movie was great. It was crazy scary, thoroughly entertaining, and even surprisingly funny at times. Having said that, it will be quite some time before I watch another horror movie; I have no desire to be turned into a frazzled bundle of nerves again anytime soon. So, if you plan on seeing this movie, please consider this a cautionary reminder: it's probably best to go with someone who's already witnessed you have a complete physical and mental breakdown, so as to avoid an embarrassing drive home. And maybe bring a Xanax as well."
"https://m.media-amazon.com/images/M/MV5BMTlhNmVkZGUtNjdjOC00YWY3LTljZWQtMTY1YWFhNGYwNDQwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg",Carrie,2018.0,A,98.0,"Horror, Mystery",7.4,86.0,Brian De Palma,"Sissy Spacek, Piper Laurie, Amy Irving, John Travolta","207,068","Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.",477,Carrie: 8/10,"Carrie boomed Sissy Spacek's and John Travolta's career. I understand why.Carrie starts off at a gym locker room, where we find out how much the other kids hate Carrie. But, we find out that Carrie has some powers. Like in other Stephen King book-movies, the supernatural aspect is only minor compared to the rest of the story, but it comes into play at the end. Carrie's mom (Piper Laurie) is an over-protective religious zealot who makes The Royal Tenenbaums seem normal. So Carrie tries to cope with her horrible life, but it's getting tougher and tougher.Spacek is exceptional as Carrie, and I now know why she was nominated for Best Actress. Her emotions are real, not some fake tear drops that make us think she's sad. Either she has great motivation, or she's one of the best actresses of the century (or both!). Laurie was equally good as her mother who locks Carrie up in a closet everytime she thinks that Carrie has sinned. This movie wouldn't be half of what it was if the acting wasn't so great. When Carrie was sad, you were sad. When the other kids ridiculed her, you felt like you wanted to kill the kids. When she smiled, you smiled. Emotions that raw couldn't come from just any movie.If you know me, I'm a stickler for character developement. Carrie didn't take much time, but from the opening scene you knew about Carrie and her weakness. So are the secondary characters; they're nicely developed even if their role isn't that major. Travolta had a miniscule role, but he was fine in it; it led to Grease and Saturday Night Fever.The prom scene has got to be one of the most memorable scenes from a horror movie. That red tint is awesome; it's like a premonition. In fact, the movie is full of premonition: the red tint, the freaky looking voodoo doll, ""They're all going to laugh at you."" I'm assuming that director Brian De Palma meant to put that in, so it just isn't about some supernatural powers, it's also about foreshadowing. Also, I dig that camera movement during the dancing.The blood and gore wasn't held back, but they just put in what was necessary. De Palma obviously stole from Hitchcock's Psycho, mainly the music cue whenever Carrie is using her telepathy. Also, her school, Bates High, is another Psycho refrence.Carrie was also very creepy. It wasn't a thrill-a-minute, but at the ending, that was Scary with a capital S. The last ten or twenty minutes were scare-inducing for sure. That last jump scene in the dream...wow! It's still jumping at me. If there was one complaint I had to do about the movie, it's that it took too much time to get to main scene and the prom went on a little too long, but other than that it's a first class horrror/thriller that any horror buff needs to see.My rating: 8/10Rated R for nudity, some language, and blood."
"https://m.media-amazon.com/images/M/MV5BNzY0ODQ3MTMxN15BMl5BanBnXkFtZTgwMDkwNTg4NjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Misery,1979.0,A,107.0,"Drama, Thriller",7.8,75.0,Rob Reiner,"James Caan, Kathy Bates, Richard Farnsworth, Frances Sternhagen","236,155","After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",383,Gripping...,"Misery is a dark, but witty venture into Stephen King territory.  It's about a popular novelist who crashes his car on a snowy mountain road and is rescued by a nurse who claims she is his number one fan.  As the time goes by, he realizes she has no intention of letting him leave.The film moves with a brisk, taut pace thanks to director Rob Reiner, who helmed another excellent Stephen King film, Stand By Me.  Tension is kept mostly throughout (there are some predictable moments...but who cares?) And the performances are also a major plus.  James Caan is very easy to empathize with, and he manages to keep his cynical sense of humor. Richard Farnsworth, as a grizzled sheriff was a nice addition to the film since his character didn't exist in the book.  He also has a nice sense of humor, and he's the kind of guy who you want to root for.  But the most amazing performance is from Kathy Bates, who treads a fine line alternating between sweet and lovable to amazingly evil.  She won an Oscar for this movie, and whole-heartedly deserved it.Side note:  This is one of the few films which took an Oscar, that you can actually say the Academy had the guts to give out.  Can anyone name another horror film which won such a notable prize?ANyway...by the end, the novelist and the viewer or put through some torturous activity.  We sometimes feel his pain, and it is so much fun to hate this woman................the book is excellent.....the movie is just as good in about 1/6th of the time it would take to read.  Either way, enjoy!"
"https://m.media-amazon.com/images/M/MV5BN2M2ZmU2OGQtNmU5Yi00MTIyLTgwNWMtYjljMzZlYTdiNjBhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Dawn of the Dead,1979.0,A,101.0,"Action, Horror",7.3,59.0,Zack Snyder,"Sarah Polley, Ving Rhames, Mekhi Phifer, Jake Weber","272,924","A nurse, a policeman, a young married couple, a salesman and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.",931,"Why I gave Dawn a 10 (well, maybe it should have been a9).","I've been to thousands of movies in my lifetime and own hundreds of videos and DVDs, so I am a fan but not a bona fide film critic.  This is my first online review.My wife and I saw the original Dawn of the Dead 25 years ago at a midnight show and left wired enough to talk each other down till the morning. Perhaps a quarter of a century has inured us to the violence a bit since we just watched it again (rental video) last week prior to yesterday's venture to the local multiplex to see the remake/""reimagining"" and were mostly unperturbed by the revisit.For some reason, I was hooked on the new Dawn months ago from the teaser and, subsequently, the actual trailer.  The Sparklehorse song in the former fit perfectly and the suburban shot followed by killer Vivian and closing with the burned projector film of the latter was intriguing in its own way. So I was primed to see the movie, usually a recipe for disaster since preview expectations are rarely fulfilled by the finished product.  This time, however, they were.The cast was uniformly believable and, more important, empathizable (at least with the good guys who got sorted out along the way).  Even the playboy jerk had several relevant lines.  Polley was a good, strong female lead (with another great rebuttal -- ""No, I'm a * nurse"" to a query about her medical skills) and Rhames a cheerable, if reluctant, hero.  The camaraderie, such as it was, worked, and visceral me-first survival gave way more often to self-sacrifice.So, what's not to like?  The fundamental premise that a classic got remade? Doesn't wash.  These are two different movies with the same name and similar premises but very different attitudes.  (Better special effects didn't hurt, either, although this new version was oddly less disturbing sans zombies munching on dismembered body parts.)  Speedy zombies (except for the ""twitchers"")?  No problem; hey, they're hungry and, as always, persistent. My attention was held for the better part of two hours; the story was interesting; the outcome ambivalent; the characters arisen to the task at hand, becoming coldly rational to the divisions between life and death and zombiedom; the music weirdly appropriate; the black humor welcome respite. No, Dawn of the Dead isn't Citizen Kane nor is it a sacrilegious assault on the horror genre.  It's solid filmmaking that's entertaining and thought-provoking.  Otherwise, I suspect Romero would never have put his imprimatur on the remake."
"https://m.media-amazon.com/images/M/MV5BZGI0NDMwNjAtNGEzNC00MzA1LTlkMjQtYjBkYTZlZjAyZWEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX140_CR0,0,140,209_AL_.jpg",Event Horizon,1979.0,A,96.0,"Horror, Sci-Fi, Thriller",6.6,35.0,Paul W.S. Anderson,"Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson","197,520",A rescue crew is tasked with investigating the mysterious reappearance of a spaceship that had been lost for seven years.,933,So brilliant its hard to believe Paul Anderson directed AVP.,"This is without a doubt one of the greatest horror films ever made! I wouldn't classify it as sci-fi even though it does pay homage (or some would say rip-off) to many of the greats, such as Alien and The Black Hole. This is a pure horror film and also has a b-movie charm. This is the kind of movie William Castle would be directing if he was still alive today, but much better! It is the best haunted house movie of the lot, but its set in a spaceship.OK, the movie doesn't have the most complicated plot or character development, it works because of the atmosphere and Paul Anderson has pulled off a one-trick pony here. The atmosphere in this film is so friggin brilliant that you forget you're watching a movie and it physically affects you! James Cameron and Ridley Scott reached this level of brilliance in the Alien films and David Fincher with Seven.I've seen this movie over 20 times. It is incredibly entertaining, with fine performances, amazing special FX, one of the best and creepy music scores ever, the best space production design ever, the best subwoofer explosions, the best cinematography, energetic and brilliant direction...I could go on....It's also become a bit of a cult classic nowadays. I've loved the film since it was first released and every friend I show it to agrees and considers it a sleeper. It is also one of the only films I know that induces fear into the audience and provokes them to curse in awe. Every time my mates and I watch it, we are gobsmacked in its craziness! 10/10 - Easily in the top 10 horror films of all time! One of the most entertaining movies ever made. Paul Anderson has never surpassed this film and it will be the one he is remembered for."
"https://m.media-amazon.com/images/M/MV5BODZiMzAxNTctZjdiZC00OGY5LTg2NDAtNWJhNmQwZTcyMWQ2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg",Constantine,2005.0,A,121.0,"Action, Fantasy, Horror",7.0,50.0,Francis Lawrence,"Keanu Reeves, Rachel Weisz, Djimon Hounsou, Shia LaBeouf","374,965","Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister's death was not a suicide, but something more.",979,See it! You won't be sorry!,"""Constantine"" is a dark, yet dazzling film. A terrific story backed up by spectacular special effects and great cinematography pull us into a dark and dangerous world - a world where half-angels and half-demons whisper to us mortals as God and Satan use us as pawns in an apocalyptic game of chess. Cursed with ability too see these spirits, John Constantine finds himself right in the middle of this showdown.Keanu Reeves gives a fantastic turn as John Constantine. He infuses Constantine with a grim sense of purpose and dark humor. He is the ultimate anti-hero, and Reeves deftly takes Constantine from being someone we simply root for to someone we actually like and respect.Rachel Weisz is terrific as well. Her tortured and soulful performance is the best of the film. Shia LaBeouf also blew me away.I have not read the Hellblazer comics, but standing alone ""Constantine"" is a great film. This one is a must see!"
"https://m.media-amazon.com/images/M/MV5BNDUwMDUyMDAyNF5BMl5BanBnXkFtZTYwMDQ3NzM3._V1_UY209_CR0,0,140,209_AL_.jpg",Signs,2005.0,UA,106.0,"Drama, Mystery, Sci-Fi",6.8,59.0,M. Night Shyamalan,"Mel Gibson, Joaquin Phoenix, Rory Culkin, Abigail Breslin","386,341","A widowed former reverend living with his children and brother on a Pennsylvania farm finds mysterious crop circles in their fields, which suggests something more frightening to come.","1,792",underrated film,"I don't think this film deserved the poor reviews that some gave it. I've only seen 3 of Night Shylaman's films (6th Sense, Unbreakable) and this one is the most sophisticated in my mind in terms of the director manipulating the viewers into seeing and believing what he wants you to believe.This is not Gibson's worst film by any means. If anything he gets to try to portray an understated, confused, and emotionally scarred character and I think he soft-sells it very well. Joaquin Phoenix also has a similar character to play and he too soft-sells it well. That was probably not an accident as their calm, sullen personalities contrast with the unbearable situation they find themselves in.If you haven't already, see it - and keep an open mind."
"https://m.media-amazon.com/images/M/MV5BMTMzNDg4NjYxOV5BMl5BanBnXkFtZTcwODQyNDg3Mg@@._V1_UY209_CR0,0,140,209_AL_.jpg",Legion,2016.0,A,100.0,"Action, Fantasy, Horror",5.3,32.0,Scott Stewart,"Paul Bettany, Dennis Quaid, Charles S. Dutton, Lucas Black","112,136","When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity's last hope.",261,"Awful, just plain awful","Judging from the trailer this movie was supposed to be a whole lot of action while the talking takes a backseat, unfortunately the 30 second trailer contained all the action you are going to see over 100 minutes of the full movie.The acting was entirely melodramatic while the script was TV level. Nothing was believable, far too often you found yourself watching these characters talk to each other, explaining their own background while you sit there realizing that you don't care at all. The character development was done so obviously that it made everything feel cheap.Avoid this movie at all cost's, you'll have more fun reading a Bible than you would watching Legion."
"https://m.media-amazon.com/images/M/MV5BYTNiYmQzNTctNzAyZC00ODY2LWE3ZjgtODU1NDA0NGI5ZDY1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX140_CR0,0,140,209_AL_.jpg",Alien³,2016.0,R,114.0,"Action, Horror, Sci-Fi",6.4,59.0,David Fincher,"Sigourney Weaver, Charles S. Dutton, Charles Dance, Paul McGann","319,973","Returning from LV-426, Ellen Ripley crash-lands on the maximum-security prison Fiorina 161, where she discovers that she has unwittingly brought along an unwelcome visitor.",731,gag me with a spoon,"During this movie I found watching the inside of my eyelids much more appealing.  Something was just plain wrong about the whole movie.  The biggest problem was that I didn't care about any of the characters but Ripley.  This film was made in between the use of actual puppets and good computer animation (which is still obvious).  That means that many times the Alien looked very fake.  I thought the monster was more realistic in the original Alien.Nothing was suspenseful of scary about this movie.  The Alien point of view ruins the mystery and suspense of the Alien.  I don't want to see what the Alien is seeing, what's the fun in that?  I don't want to know where its going, I just want to be surprised.  Also, Ripley crashing on a planet of double Y chromosome rapists was immediately lame.  Also, the doctor's little sob story made me wanna stop the movie right there.  This movie had all the elements of a cheezy blockbuster, an embarrassment to the series.  Because of this film, I'll probably never rent Alien: Resurrection.  I can't even imagine the far-fetched, pathetic way Ripley comes back.  I heard that Jeunet directed that film without knowing how to speak English to the cast.  As the Godfather and Star Wars series' pointed out, three's a crowd.  This is not an exception.  6/10"
"https://m.media-amazon.com/images/M/MV5BNDQxNjc5NTMxNl5BMl5BanBnXkFtZTcwNjg2NDE4Mg@@._V1_UY209_CR0,0,140,209_AL_.jpg",Pandorum,1972.0,R,108.0,"Action, Horror, Mystery",6.7,28.0,Christian Alvart,"Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue","159,736","Two crew members of a spaceship wake up from hypersleep to discover that all their colleagues are missing. Despite this, it appears that they are not alone.",361,Better than Event Horizon and Ghost Ship combined,"Echoing such luminous sci-fi classics as 2001 and Alien, Pandorum is a terrific psychological thriller, although it does struggle at times to be coherent and original. But it's a true mindbender, and it's packed with action that moves so quickly neither the actors nor the audience can really catch a breath, which is a good move if your plot is shaky to begin with.As with the best deep-space movies, the context is mental illness, what the Professor on Gilligan's Island called, oddly enough, ""island madness."" Only in space. In the distant, distant future, a ship has been sent from the Earth carrying a lot of people, headed to the only Earth-like planet ever found. Sometime during the journey, things go awry. We pick up the story as an astronaut named Bower (Ben Foster) awakens from hypersleep, abruptly; he's soon followed by his commanding officer, Payton (Dennis Quaid). The rest of the crew is gone, and the only door is locked from the outside. What's happened here? Making matters more difficult is the amnesia that each man suffers from, owing to their having been in hypersleep way longer than intended. Somehow, they must piece together what has happened and find out what lies behind that door - and throughout the rest of the gigantic ship.Not only does the movie recall Aliens and 2001, you can also see similarities to The Descent and The Abyss; really, any movie in which people are trapped in claustrophobic environs. And although the pacing is frenetic at times, the movie is really chillingly shot (by Wedigo von Schultzendorff). On the one hand, the plot flows linearly - Bower needs to get to the ship's reactor so he can reboot it and save everyone - meaning that the actors race from scene to scene, running out of time. On the other hand, they don't piece together what's happened as quickly as they might in other, lesser films; they seem to figure things out gradually, as if assembling a puzzle in their heads. Bowers and others - and there are others - discover right away, though, that they're not really alone on the ship and that their enemies are extremely strong and fast and vicious.Injected into this oh-my-goodness-what's-out-there madness is, well, madness. The movie's title is explained as being a sort of mental illness that affects astronauts from time to time, when they just plain go bonkers for seemingly no reason and kill everyone on board. Is that's what's happening here? Is Bower the crazy one? Or is it Payton? Are they, in fact, alone on the ship? Foster is excellent as the hero who remembers a little bit more of their mission as time elapses; Quaid, in turn, shows a few more layers than we're accustomed to seeing from him (he's usually more of a poor man's Harrison Ford). Both actors turn in convincing, full-throated performances that complement, rather than succumb to, the special effects and cinematic wizardry. Often, the effects are the entire show. Now, it's true that you won't see a lot of character development here, as you might in the most cerebral of sci-fi, but what works best here is the paucity of knowledge about the situation and the characters. By spinning the tale gradually, feeding the audience only a snippet at a time, director Christian Alvart dangles the mystery in front of his viewers without allowing them to settle back and solve the mystery on their own. When you're constantly kept on your toes with sudden lurches of unseen shapes and reverberating noises, you - like the befuddled characters - are concurrently kept off balance. The result is an unsettling, entertaining delight."
"https://m.media-amazon.com/images/M/MV5BMTkxMTE3NzEzMl5BMl5BanBnXkFtZTcwMzc4MTU2Mw@@._V1_UY209_CR0,0,140,209_AL_.jpg",I Spit on Your Grave,1972.0,R,108.0,"Horror, Thriller",6.2,27.0,Steven R. Monroe,"Sarah Butler, Jeff Branson, Andrew Howard, Daniel Franzese","93,359","A writer who is brutalized during her cabin retreat seeks revenge on her attackers, who left her for dead.",207,"'Vile bag of garbage', 'Misunderstood masterpiece' or neither?","'I SPIT ON YOUR GRAVE' (2010): Four Stars (Out of Five) Modern remake of one of the most controversial films of all time 'DAY OF THE WOMAN' (which was it's original limited release title in 1978, it was later retitled 'I SPIT ON YOUR GRAVE' to capitalize on it's notoriety when it was given a major release in 1980). The film and it's 1978 predecessor both deal with rape, savage torture and murder. Both films have been highly criticized because of this with critics like Roger Ebert giving both films a zero star rating and calling the original a ""vile bag of garbage"". Almost an equal number of supporters (of the original film), including high profile critics, have raised their voices in defense of the film as well, with many labeling it a misunderstood masterpiece. Opposers of the film claim that it's man hating (with reports of some men walking out of the theater in disgust at both films) and some also accuse the film of glorifying violence against women (for it's violent rape scenes). Defenders of the films claim the movies are 'pro women' feminism and cathartic. People have been debating these issues for thirty two years and they'll probably go on debating them for longer than that and that's a good thing. If a movie causes that much discussion you have to give it some respect just for that.Both films tell the story of a writer named Jennifer Hills (played by Sarah Butler in the new film and Camille Keaton in the original, Keaton is the grand-niece of Buster Keaton and won a Best Actress award for the role at the 1978 Catalonian International Film Festival) who heads to a cabin in the woods to work on her next novel. Once there she attracts a lot of attention from some hooligan hippies which eventually escalates in them braking into the cabin, raping her repeatedly and leaving her for dead. She unknowingly survives the viscous attacks and seeks out brutally sadistic revenge on all of the men involved, including a mentally handicap young man who was coerced into involvement by his buddies.The remake was directed by Steven R. Monroe and written by Stuart Morse. The writer and director of the original film, Meir Zarchi, served as an executive producer on the film. Zarchi has said that he was inspired to make the original film after coming across a young rape victim in New York and escorting her to the police (which he says was the wrong decision considering how incompetent they were in the matter) and later the hospital for assistance. He defends the violence of the film as being completely necessary and rejects any criticisms that it is exploitative.As far as the remake compares to the original film it's technically far superior on every level; it's better filmed, acted, written and directed (the original film had to manage with a much smaller budget though). The new film also shortens the rape scenes, in comparison to the much more explicit original, and relies more on psychologically implied imagery (which I think was a smarter decision). It also elaborates and extends the violent revenge scenes with much more creative deaths (much like many popular horror films). Where as the first half is more realistic and believable the second half branches much more into 'grindhouse' style revenge fantasy. While the film is much better than the original in all those ways it'll never be as remembered and cherished as a cult classic by fans.I personally don't agree with the film's critics or it's supporters. I don't think you're supposed to necessarily agree with the heroine's actions or condone them and I definitely don't think you're intended to agree with the assailants' actions (that's a ridiculous argument). I think the film raises a lot of thoughts (most of them unpleasant) and discussion which like I said is something the films deserve credit for. A movie should never be judged by the actions of the characters within it, so however disgusting and disturbing they are (and in these films they're atrocious) it doesn't mean that they're bad films. I think both films are well made to a certain extent and effective at what they attempt to do. They're definitely not for everyone and very hard to watch but they're also memorable and dialogue inducing.Watch our review show 'MOVIE TALK' at: http://www.youtube.com/watch?v=AgaAYiwY0g0"
"https://m.media-amazon.com/images/M/MV5BNWMxYTYzYWQtNGZmNy00MTg5LTk1N2MtNzQ5NjQxYjQ5NTJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Friday the 13th,1964.0,A,95.0,"Horror, Mystery, Thriller",6.4,22.0,Sean S. Cunningham,"Betsy Palmer, Adrienne King, Jeannine Taylor, Robbi Morgan","157,747","A group of teenage camp counselors attempt to re-open an abandoned summer camp with a tragic past, but they are stalked by a mysterious, relentless killer.",700,"A Classic, genre defining","Without a doubt, the work of Cunningham and Carpenter during 1978 & 1980 rocked the world of the horror genre. Friday the 13th is one of the films that to this day still has repercussions. It demonstrated the importance of setting the tone in horror movies, making the audience themselves feel as if they too were being stalked. Cunningham also was one of the few directors to introduce the idea of a possible female serial killer.Without this film, Scream's Randy would have never uttered those famous words, 'There are certain rules to surviving a horror movie..' This film combined with Carpenter's Halloween, firmly etched the rules in stone. The creepy music, the infamous ""ch-ch-ch-ha-ha-ha"", the crude photography and the graphic depiction of the murders of the counsellors all blend together to give a classic piece of film history. It scared the hell out of multitudes of teenagers who, in many instances could see themselves in the victims of the stalker. These weren't bad people getting killed, these were just your typical average American kids, having a good time, getting picked off.That is what makes this film so defining, that is why, for all its crude and harsh imagery, this is a classic. This is why alot of recent attempts at horror don't measure up. It's not the effects or the blood necessarily, it's the atmosphere and the familiarity that bring it home.It is more frightening to think, ""That could be me"""
"https://m.media-amazon.com/images/M/MV5BMTEzNjkwMzIyMjZeQTJeQWpwZ15BbWU4MDI2NTU5ODYx._V1_UY209_CR0,0,140,209_AL_.jpg",Tremors,1964.0,,96.0,"Comedy, Horror",7.2,65.0,Ron Underwood,"Kevin Bacon, Fred Ward, Finn Carter, Michael Gross","150,894",Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one.,329,Has 'cult classic' written all over it.,"This movie caught me by surprise: I worked in a video store, and one day we got a preview tape of this movie, prior to its video release. I hadn't heard much about it, so I watched it, and was quite surprised at how enjoyable it was. Since then, I have seen the movie about ten more times (at least), and still get a kick out of it.Tremors is basically a landlocked variation on 'Jaws' and those 1950s giant bug movies: the isolated town of Perfection, Nevada (population 16), finds itself under seige by four monstrous, subterranean wormlike creatures, that hunt by sensing vibrations in the ground. The plot revolves around the townspeople trying to outwit and escape the creatures (dubbed 'Graboids'), which are tearing the town out from under them.What really makes the movie work is the characters: all of them come across as real people trapped in an insane situation, and all have a lot of charisma, even though the film doesn't have tons of character development. Kevin Bacon and Fred Ward are a hoot as a pair of low-rent handymen who become reluctant heroes. The byplay between the two is a lot of fun.Usually movies like this revolve around stupid people doing stupid things, just to raise the body count. Tremors is different: the characters react believably, and do smart things to try and escape and/or kill the Graboids. The creatures too are also fairly smart, and are not just mindless eating machines with no brains.Given its premise, Tremors is not a gory or violent film (although it has a couple of minor gross bits), and has a very good sense of humor. The film-makers are aware of their far-fetched premise (a couple of key questions go unanswered), but they treat it with respect and a certain amount of affection.Tremors didn't have much life in theaters, but has become something of a 'Midnight Movie' on home video, with definite cult possibilities. Check it out, and don't be surprised if you end up buying it."
"https://m.media-amazon.com/images/M/MV5BYTc0NWIwOTYtNzEwYi00YmUyLTlmYWYtYjJiZjRjN2RjMjAxXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY209_CR0,0,140,209_AL_.jpg",Malignant,1964.0,A,111.0,"Crime, Horror, Mystery",6.2,51.0,James Wan,"Annabelle Wallis, Maddie Hasson, George Young, Michole Briana White","109,664","Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities.","1,963",Murder Mystery 80s Slasher Kung Fu Sci Fi Body Horror B-Mobie Splatter Comedy,"This film is bonkers. I felt like I was watching a Giallo or 80s low budget B-movie if it were competently made and given a massive budget.This is a horror movie the way they used to be. Unpredictable, insane, gross-out, freak out stuff. It's not a movie made by a committee, it's not the usual haunted doll or spooky house movie where the narrative grinds to a halt as you wait for the inevitable loud noise jump scare when someone looks into a mirror or closes a door.And it's not the joyless, ugly torture porn that has plagued the genre in recent decades either. Nor is it a wink-wink self-referential Scream type parody either.Malignant plays it relatively straight for much of its runtime, presenting a genuinely intriguing mystery and a scary, seemingly supernatural killer.But when the third act happens (you'll know when it does), the film goes completely off the rails. In one of the most over the top sequences ever, Malignant embraces its silly concept and goes all out action gore-fest. I couldn't believe what I was seeing, and ended up laughing my butt off. The last time a movie completely flipped the script like this was From Dusk Till Dawn. Here the twist actually makes sense in terms of the narrative. The story - while stupid - is surprisingly coherent.That's the secret sauce to many horror classics. Take a dumb, disgusting or bonkers concept, and fully commit to it. It may not please focus groups, but it's how you make a cult movie that remains memorable.What a breath of fresh air. Thank you, James Wan. This was beautiful."
"https://m.media-amazon.com/images/M/MV5BYjBlNTBhYWQtMzg5Yi00NDA2LWJmMjYtZmM0ODhiYzkwYmY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Pet Sematary,1964.0,A,103.0,"Fantasy, Horror, Thriller",6.5,38.0,Mary Lambert,"Dale Midkiff, Denise Crosby, Fred Gwynne, Brad Greenquist","115,246","After tragedy strikes, a grieving father discovers an ancient burial ground behind his home with the power to raise the dead.",307,Best horror movie ever,"One of the best (if not the best) Stephen King's screenings. Dark as dark can be, surprising non-hollywood ending, terrifying atmosphere, amazing book adaptation, outstanding cast, educational (don't play with afterlife), in short - everything an excellent horror should be...My favorite horror movie, straight 10+."
"https://m.media-amazon.com/images/M/MV5BZmI1ZGRhNDYtOGVjZC00MmUyLThlNTktMTQyZGE3MzE1ZTdlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY209_CR2,0,140,209_AL_.jpg",Resident Evil,1964.0,A,100.0,"Action, Horror, Sci-Fi",6.6,35.0,Paul W.S. Anderson,"Milla Jovovich, Michelle Rodriguez, Ryan McCluskey, Oscar Pearce","288,969","A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.","1,067",Good survival horror,"I had to sift long and deep for a good comment on this. Why all the hostility? I think there was great chemistry on this production and it shows; the actors and crew involved loved the game and had a good time making this. This movie successfully recreated the feel of the game, and because it kept exposition to a minimum of what you needed to know for this particular story and didn't borrow from or revise any of the original characters or settings, it supported and strengthened the franchise. No story is retold here, no words are wasted, the setting, feel and pace is familiar to fans of Resident Evil and yet it's perfectly accessible to those unfamiliar with the broader storyline. Not giving the fan-boys their favorite characters was a good choice since characters tend to get mangled in adaptation, and yet the fan-boys still complain. With this film you have a good, watchable story that can partake of the Resident Evil cosmology, showing it due respect.It did an excellent job establishing characters without too much unnecessary background, developing them just enough to make you want to know what they'll do next, to make you care before the sudden and gruesome happens to them. The acting was above par for a Resident Evil, certainly much better than the first game. The plot was no more comic bookish than any of the games. My one complaint was that the characters were too battle-trained, too slick, too good at fighting for them to be sympathetic horror subjects. This could've been balanced out with more reaction shots showing the soldiers wetting themselves. But Alice's over-the-top commando-style action made her too much of a super heroine to really make anyone concerned about her survival; characters made of Teflon make good action but apathetic horror subjects."
