film_title,scene_index,heading,tension_score,fear_emotion,sentiment,scene_summary
28-Days-Later_Unknown,31,INT. FLAT - DAY,0.5,0.2,0.1,"The group listens to a radio broadcast about survivors and soldiers, raising hope but also uncertainty about their future."
28-Days-Later_Unknown,32,EXT. CAB/TUNNEL ENTRANCE - DAY,0.0,0.0,0.5,"The characters discuss their route through a tunnel, with Frank insisting on moving forward."
28-Days-Later_Unknown,33,INT. CAB - DAY,0.2,0.1,-0.2,"As they drive through the tunnel, Jim expresses his doubts about the decision, highlighting the danger."
28-Days-Later_Unknown,34,INT. CAB - DAY,0.3,0.2,-0.1,"The cab hits a patch of broken glass, causing a flat tire, leading to a moment of panic."
28-Days-Later_Unknown,35,INT. TUNNEL - DAY,0.5,0.4,-0.3,"As they change the tire, they hear unsettling noises, and a tide of rats rushes by, indicating danger."
28-Days-Later_Unknown,36,EXT. CAB - DAY,0.2,0.1,0.5,"The characters stop outside a seemingly untouched supermarket, discussing the need for supplies."
28-Days-Later_Unknown,37,CUT TO:,0.0,0.0,0.5,"Selena and Hannah find chocolate in the supermarket, with Selena expressing her disdain for it."
28-Days-Later_Unknown,38,CUT TO:,0.0,0.0,0.5,"Jim and Frank discuss the quality of whisky, with Frank insisting on a better choice."
28-Days-Later_Unknown,39,EXT. WESTWAY - DAY,0.1,0.0,0.0,"The cab is stuck in a traffic jam surrounded by abandoned cars, creating a desolate atmosphere."
28-Days-Later_Unknown,40,EXT. CAB - DAY,0.2,0.1,-0.5,"A montage shows Jim observing the devastation in suburban London, including rotting corpses."
28-Days-Later_Unknown,41,INT. CAB - DAY,0.1,0.0,0.0,"Frank approaches a shabby cafe, contemplating whether to stop or continue walking."
28-Days-Later_Unknown,42,EXT. CAB - DAY,0.3,0.1,0.0,"The group prepares to enter the service station, with Frank instructing Hannah to drive if needed."
28-Days-Later_Unknown,43,EXT. TRUCK - DAY,0.4,0.2,-0.1,"Jim playfully tosses his bat while Selena expresses her disapproval, leading to a discussion about food."
28-Days-Later_Unknown,44,INT. CAFE - DAY,0.8,0.9,-0.8,"Jim discovers a gruesome scene in a cafe filled with decomposed bodies, leading to a shocking encounter with an Infected Kid."
28-Days-Later_Unknown,45,EXT. TRUCK - DAY,0.2,0.0,0.5,Jim and Selena have a brief exchange about finding supplies while Frank concludes their search.
28-Days-Later_Unknown,46,EXT. FORECOURT - DAY,0.1,0.0,0.6,Hannah playfully claims her identity as a cab driver's daughter while Frank humorously responds.
28-Days-Later_Unknown,47,INT. CAB - DAY,0.0,0.0,0.7,"The characters share a moment of reflective silence during a long drive, highlighting their bond."
28-Days-Later_Unknown,48,EXT. PICNIC SPOT - LATE AFTERNOON,0.0,0.0,0.5,"The group enjoys a picnic in a beautiful spot, unaware of the impending danger."
28-Days-Later_Unknown,49,EXT. FENCE GATE - SUNSET,0.0,0.0,0.3,Jim and Selena share a moment reflecting on the meaning of life amidst the chaos.
28-Days-Later_Unknown,50,EXT. CAB/PICNIC SPOT - NIGHT,0.2,0.1,0.1,"The group struggles to sleep at night, feeling unsafe and discussing their fears."
28-Days-Later_Unknown,51,EXT. CAB/PICNIC SPOT - NIGHT,0.1,0.0,0.2,"Frank keeps watch over Jim as he has a bad dream, providing a sense of safety."
28-Days-Later_Unknown,52,EXT. CAB/PICNIC SPOT - EARLY MORNING,0.0,0.0,0.5,"The group is waking up at a picnic spot, preparing to continue their journey."
28-Days-Later_Unknown,53,INT. CAB - DAY - ASH FALL,0.0,0.0,0.5,"Inside the cab, the group anticipates their next destination as they approach a clearing."
28-Days-Later_Unknown,54,EXT. MOTORWAY - DAY,0.0,0.0,0.0,"The group encounters a military blockade on the motorway, indicating a significant barrier ahead."
28-Days-Later_Unknown,55,EXT. 42ND BLOCKADE - DAY,0.0,0.0,-0.1,"The cab approaches the blockade, revealing abandoned military structures and a sense of foreboding."
28-Days-Later_Unknown,56,EXT. 42ND BLOCKADE - DAY,0.5,0.3,-0.2,"The group cautiously explores a deserted area, discovering body bags and feeling a sense of unease."
28-Days-Later_Unknown,57,EXT. VEHICLES - DAY,0.6,0.4,-0.5,"Frank expresses frustration and despair over their situation, leading to a heated moment."
28-Days-Later_Unknown,58,EXT. BLOCKADE - DAY,0.7,0.5,-0.4,"Frank confronts the sight of dead Infected, leading to an emotional outburst and a moment of connection with Hannah."
28-Days-Later_Unknown,59,EXT. FRONT DRIVEWAY - DAY,0.2,0.1,0.1,The group arrives at a mansion where they are greeted by a soldier offering them shelter and comfort.
28-Days-Later_Unknown,60,EXT. VERANDA - DAY,0.0,0.0,0.5,Henry and Jim discuss their situation and the infection threat.
28-Days-Later_Unknown,61,EXT. GARDEN - DAY,0.0,0.0,0.5,Henry explains the security measures in place around the house.
28-Days-Later_Unknown,62,INT. MANSION - LOWER LEVELS - DAY,0.0,0.0,0.5,Henry shows Jim the basement and discusses their plans for rebuilding.
28-Days-Later_Unknown,63,EXT. MAILER'S PIT - DAY,0.7,0.8,-0.5,"Henry introduces Jim to Mailer, an infected soldier, revealing the grim reality of their situation."
28-Days-Later_Unknown,64,INT. JIM'S BEDROOM - NIGHT,0.6,0.5,-0.5,"Jim and Selena discuss the emotional toll of loss, with Selena on the verge of tears, highlighting their struggle to cope."
28-Days-Later_Unknown,65,INT. MANSION - DINING ROOM - NIGHT,0.3,0.0,0.1,"A surreal dinner scene unfolds with soldiers and guests, highlighting the absurdity of their situation amidst the chaos."
28-Days-Later_Unknown,66,EXT. MANSION - NIGHT,0.8,0.7,-0.2,"Soldiers engage in a tense firefight with Infected, showcasing the chaos and adrenaline of their desperate situation."
28-Days-Later_Unknown,67,INT. LIVING ROOM - NIGHT,0.5,0.4,-0.3,"Tension escalates as soldiers interact with Selena, leading to a confrontation that reveals underlying aggression and fear."
28-Days-Later_Unknown,68,INT. STUDY ROOM - NIGHT,0.7,0.5,-0.2,"Jim and Henry discuss the grim realities of survival, revealing past traumas and the weight of their choices."
28-Days-Later_Unknown,69,INT. MANSION STAIRS - NIGHT,0.8,0.6,-0.3,"As Jim and the girls attempt to escape, they encounter Mitchell, leading to a violent confrontation."
28-Days-Later_Unknown,70,INT. CELLAR,0.6,0.4,-0.1,"Jim and Farrell, tied up in a cellar, discuss the insanity of their situation and the world outside."
28-Days-Later_Unknown,71,EXT. TREE-LINED PATH - DAY,0.5,0.3,-0.2,"Mitchell and Jones lead a beaten Jim and Farrell through a rain-soaked forest, highlighting their dire situation."
28-Days-Later_Unknown,72,EXT. EXECUTION GROUND - DAY,0.9,0.8,-0.7,"Jim and Farrell are led to an execution ground. Farrell is killed by Jones, causing tension between Mitchell and Jones. Jim escapes unnoticed."
28-Days-Later_Unknown,73,EXT. TREES - DAY - LIGHT RAIN,0.7,0.5,-0.3,"Mitchell and Jones search the trees, startling birds as they realize Jim's escape."
28-Days-Later_Unknown,74,EXT. EXECUTION GROUND - DAY,0.8,0.6,-0.6,"Mitchell and Jones return to the execution ground, firing into the bodies, realizing Jim has escaped."
28-Days-Later_Unknown,75,EXT. WOODS - DAY,0.6,0.7,-0.2,"Jim runs through the woods, frightened and tied, witnessing a plane in the sky, symbolizing hope."
28-Days-Later_Unknown,76,INT. DRESSING ROOM - DAY - RAIN,0.7,0.5,-0.3,"Hannah and Selena confront a group of aggressive soldiers in a dressing room, leading to a tense moment of power shift."
28-Days-Later_Unknown,77,EXT. BLOCKADE - DAY - RAIN,0.4,0.2,0.1,"Jim stands at a blockade, rain mixing with blood on his face as he operates a siren."
28-Days-Later_Unknown,78,EXT. MOTORWAY - LATE AFTERNOON - RAIN,0.5,0.3,0.0,"Davis drives a jeep with Henry manning a machine gun, preparing for an aggressive confrontation."
28-Days-Later_Unknown,79,EXT. BLOCKADE - WITH DAVIS - LATE AFTERNOON - HEAVY RAIN,0.8,0.7,-0.5,"Davis searches for Jim, who suddenly appears in a terrifying state, embodying the Infected."
28-Days-Later_Unknown,80,EXT. BLOCKADE - WITH HENRY - LATE AFTERNOON - HEAVY RAIN,0.7,0.6,-0.5,Henry hears a scream and sees Infected approaching. He fires shots and retreats to the jeep.
28-Days-Later_Unknown,81,EXT. JEEP - LATE AFTERNOON - HEAVY RAIN,0.8,0.7,-0.7,"Henry finds Davis dead with a smashed skull, fights off Infected, and struggles with the jeep's ignition."
28-Days-Later_Unknown,82,INT. LIVING ROOM - NIGHT - HEAVY RAIN,0.9,0.8,-0.6,"Jones holds Selena and Hannah at gunpoint, while tension rises with the sound of a mine detonating outside."
28-Days-Later_Unknown,83,INT. HALLWAY - NIGHT - HEAVY RAIN,0.85,0.75,-0.5,Selena and Hannah retreat as chaos erupts with Jones screaming and being chased by Mailer.
28-Days-Later_Unknown,84,INT. KITCHEN - NIGHT,0.7,0.6,-0.5,"Mailer chases Jones into the kitchen, where Bedford confronts him with a gun, but Clifton interrupts the standoff."
28-Days-Later_Unknown,85,INT. MANSION - STAIRS - NIGHT,0.8,0.7,-0.4,Mitchell urges Selena and the girls to defend themselves as they navigate the mansion's stairs amidst rising fear.
28-Days-Later_Unknown,86,INT. DRESSING ROOM - NIGHT,0.6,0.5,0.0,"Hannah searches for her clothes in the dressing room, but is startled by Clifton's sudden appearance."
28-Days-Later_Unknown,87,INT. KITCHEN - NIGHT,0.9,0.8,-0.6,"In a silent kitchen, Jones emerges from hiding to find Bedford dead, heightening the atmosphere of fear."
28-Days-Later_Unknown,88,INT. FRONT HALL - NIGHT,0.8,0.7,-0.5,"Jones runs into the front hall and is surprised to find Jim, only to be fatally impaled by his bayonet."
28-Days-Later_Unknown,89,EXT. MANSION - NIGHT,0.7,0.6,-0.6,Henry finds Jones mortally wounded and watches as he takes his last breaths.
28-Days-Later_Unknown,90,INT. CHILD'S BEDROOM - NIGHT,0.9,0.8,-0.7,"Jim discovers Bell hiding in a child's bedroom, who is terrified and out of ammunition as danger approaches."
28-Days-Later_Unknown,91,INT. MANSION - BASEMENT CORRIDOR - NIGHT,0.85,0.75,-0.5,"Henry enters a basement corridor and is suddenly confronted by a rush of Infected, forcing him to fight for his life."
28-Days-Later_Unknown,92,INT. CORRIDOR - NIGHT,0.8,0.7,-0.5,"Mitchell drags Selena down a dark corridor while being pursued by the Infected, creating a tense atmosphere filled with danger."
28-Days-Later_Unknown,93,INT. MANSION - BASEMENT CORRIDOR - NIGHT,0.9,0.8,-0.6,"Henry remains calm as he faces an infected Clifton charging at him, leading to a sudden and violent confrontation."
28-Days-Later_Unknown,94,INT. GIRLS' BEDROOM - NIGHT,0.85,0.9,-0.7,"In a tense moment, Selena hesitates to attack Jim, who has transformed into an infected, leading to a disturbing confrontation."
28-Days-Later_Unknown,95,INT. MANSION - NIGHT,0.95,0.85,-0.8,"As Jim, Selena, and Hannah attempt to escape, they face a deadly confrontation with Henry, resulting in a shocking injury."
28-Days-Later_Unknown,96,EXT. MANSION - NIGHT - HEAVY RAIN,0.8,0.7,-0.5,"Henry and Hannah are in a cab during a heavy rainstorm when they encounter an Infected, leading to a terrifying moment."
28-Days-Later_Unknown,97,INT. CAB - NIGHT - HEAVY RAIN,0.9,0.8,-0.6,"Inside the cab, the characters brace for impact as they approach locked gates, heightening the tension and fear of crashing."
28-Days-Later_Unknown,98,INT. FARMHOUSE - BEDROOM - DAY,0.2,0.1,0.5,"Jim wakes from a nightmare in a bright farmhouse bedroom, reflecting on his solitude and the remnants of a past life."
28-Days-Later_Unknown,99,INT. FARMHOUSE - KITCHEN - DAY,0.1,0.0,0.6,"Jim enters the kitchen to find Selena working on a dress, showcasing a moment of normalcy amidst the chaos."
28-Days-Later_Unknown,100,EXT. FARMHOUSE - DAY,0.0,0.0,0.5,A stunning view of a Lakeland valley with a farmhouse and Hannah arranging material outside.
28-Days-Later_Unknown,101,EXT. LAKELAND VALLEY - DAY,0.0,0.0,0.5,"A quiet moment with an emaciated Infected in the road, highlighting its weakness."
28-Days-Later_Unknown,102,EXT. VALLEY - DAY,0.0,0.0,0.5,"A bird's eye view reveals letters formed on the grass, with Hannah excitedly pointing out a plane."
28-Days-Later_Unknown,103,CUT TO:,0.0,0.0,0.5,"Jim, Hannah, and Selena are transfixed as a jet plane races towards them, creating a powerful sonic boom."
A-Quiet-Place_Unknown,0,EXT. TOWN - MAIN ST. - LATE AFTERNOON,0.3,0.2,0.1,"The scene opens in a deserted town, showcasing a stillness that hints at an unsettling absence of life."
A-Quiet-Place_Unknown,4,EXT. BEACH - LATE AFTERNOON,0.2,0.1,0.5,"Regan Abbott, now older, finds herself on an empty beach, holding a damaged toy shuttle, and is startled by an unknown figure approaching her."
A-Quiet-Place_Unknown,8,INT. CORNFIELD - NIGHT,0.8,0.7,-0.5,"Regan navigates a dark cornfield in silence, sensing an ominous presence as shadows emerge around her."
Alien-3_Unknown,0,INT. GLASS FACTORY - DAY,0.3,0.1,0.2,"The scene takes place in a glass factory where monks are working with molten glass. A particular monk, Brother Kyle, is moved to song while observing the process."
Alien-3_Unknown,4,INT. LIBRARY - DAY,0.0,0.0,0.5,"In a vast library, Brother Philip interacts with John, discussing their differing priorities while Mattias waits nearby."
Alien-3_Unknown,8,INT. SULACO ESCAPE POD #4 - DAY,0.7,0.6,-0.5,"John explores a dark escape pod and discovers signs of a violent past, including blood and a child's clothing."
Alien-3_Unknown,9,EXT. SPACE SHIP - ON THE SEA - DAY,0.5,0.4,0.1,"Ripley is rescued from a spaceship by John and monks, who express mixed feelings about the technology and its implications."
Alien-3_Unknown,10,INT. THE ABBEY - RIPLEY'S ROOM - DAY,0.2,0.1,0.5,"Ripley is in a state of restless sleep in her room at the Abbey, surrounded by the distant sounds of activity."
Alien-3_Unknown,12,INT. RIPLEY'S ROOM - NIGHT,0.8,0.7,-0.5,"Ripley struggles against an unseen foe in her sleep, sensing the presence of the Alien, which creates a chilling atmosphere of fear and tension."
Alien-3_Unknown,13,EXT. SURFACE OF ARCEON - DAY,0.0,0.0,0.5,"A dust storm rages as monks work diligently to lift Ripley's ship, showcasing the harsh environment and their determination."
Alien-3_Unknown,16,INT. RIPLEY'S ROOM - DAY,0.1,0.0,0.5,"Ripley wakes up in her room, observing a serene garden outside, while voices discuss her condition. A sudden appearance of a ship disrupts the calm, leading her to question her reality."
Alien-3_Unknown,20,INT. HYSTERICAL MONK'S BARN - NIGHT,0.7,0.6,-0.2,"In a dimly lit barn, a Hysterical Monk and John discover a sick sheep, leading to a tense moment as they encounter a mysterious substance."
Alien-3_Unknown,21,INT. RIPLEY'S ROOM - NIGHT,0.8,0.7,-0.5,"Ripley, frustrated and vulnerable, is abruptly confronted by four burly monks who violently pull her from her bed."
Alien-3_Unknown,24,INT. HALLWAY - NIGHT,0.7,0.6,-0.5,"Ripley is confronted by the tribunal about the evil brought by the Alien, leading to a tense atmosphere filled with fear and accusations."
Alien-3_Unknown,28,INT. PRISON LEVEL - NIGHT,0.7,0.5,-0.5,"Ripley watches as ancient workers cover the opening in her cell, sealing her in darkness and despair."
Alien-3_Unknown,29,INT. LIBRARY - THE MEDIEVAL SECTION - NIGHT INTO DAWN,0.6,0.4,-0.3,"John frantically searches through medieval books depicting devils and evil, discovering something shocking."
Alien-3_Unknown,30,INT. HALLWAY OUTSIDE ABBOT'S OFFICE - DAY,0.4,0.2,0.1,"John witnesses a frantic scene as Brother Graham is led away, prompting him to make a decisive move."
Alien-3_Unknown,31,INT. GLASS FACTORY - DAY,0.5,0.3,-0.2,"John, in a panic, confronts Kyle about a book related to the devil, causing concern among the other monks."
Alien-3_Unknown,32,INT. SHAFT ROOM - DAY,0.2,0.1,0.1,"John enters a shaft room, grappling with the implications of what he has discovered."
Alien-3_Unknown,33,CUT TO: THROUGH THE MONASTERY - SERIES OF SHOTS,0.1,0.0,0.2,"John runs through the monastery, unaware of the danger lurking around him."
Alien-3_Unknown,34,INT. ABBEY BASEMENT WORKROOM - DAY,0.3,0.2,0.0,"John enters a workroom, preparing to descend into the dark tunnels below."
Alien-3_Unknown,35,INT. ABBEY LAVATORY - NIGHT,0.8,0.9,-0.5,"In a dimly lit lavatory, a monk is violently attacked, leading to chaos and horror."
Alien-3_Unknown,36,INT. RIPLEY'S CELL - NIGHT,0.7,0.5,-0.2,"Ripley is in her cell, conversing with Anthony, an android, about survival and the Alien. The atmosphere is tense and dark."
Alien-3_Unknown,37,INT. ANTHONY'S CELL,0.0,0.0,0.0,"Anthony's cell is filled with sketches of demons, highlighting his unsettling character."
Alien-3_Unknown,38,INT. PRISON LEVEL CORRIDOR HALLWAY - ANTHONY POV,0.5,0.3,0.1,"Anthony interacts with John, who seems to have a troubled past, hinting at deeper issues."
Alien-3_Unknown,39,INT. THE CORRIDOR,0.8,0.6,-0.3,"Ripley confronts John about the Alien, revealing her guilt and the haunting memories of her past."
Alien-3_Unknown,40,INT. CORRIDOR - PRISON LEVEL - NIGHT,0.5,0.3,0.1,"Ripley, John, and Anthony navigate a dark corridor, discussing the nature of the alien and their survival while revealing their fears and pasts."
Alien-3_Unknown,41,INT. SLOPING CORRIDOR - NIGHT,0.6,0.4,0.2,"The group discusses their dire situation and the importance of knowledge while navigating a sloping corridor, revealing their past and the stakes of their survival."
Alien-3_Unknown,44,INT. TRANSOM SPACE - PRISON LEVEL,0.2,0.0,0.1,"RIPLEY and her companions discuss their dire situation in a vast prison space, contemplating their escape and the dangers ahead."
Alien-3_Unknown,45,INT. ARCEON - MONASTERY LEVEL - NIGHT,0.8,0.7,-0.5,"The Monastery level is transformed into a battlefield, with monks preparing for an unknown threat, their fear palpable as they descend into the underground wheat field."
Alien-3_Unknown,48,INT. TRANSOM SPACE - SERIES OF SHOTS,0.6,0.5,-0.2,"Ripley and John discuss the psychological impact of survivor guilt while navigating a dark and eerie space, hinting at past traumas and the presence of a lurking threat."
Alien-3_Unknown,52,INT. END OF PRISON CORRIDOR - FOURTH LEVEL - NIGHT,0.8,0.7,-0.5,"Ripley navigates a dark prison corridor, encountering a skeleton and witnessing Anthony's terrifying vision of demons attacking him, leading to a struggle to prevent his fall."
Alien-3_Unknown,56,INT. LADDER SHAFT - DAY,0.7,0.6,-0.2,"The group navigates a long ladder shaft and discovers blood, leading to a tense confrontation with the Abbot, who expresses his fears and doubts about their mission."
Alien-3_Unknown,60,INT. TECHNOLOGY ROOM CORRIDOR - NIGHT,0.8,0.7,-0.2,"The group navigates a dark and dangerous corridor filled with bear traps, heightening the tension as they strategize to clear a path while remaining cautious."
Alien-3_Unknown,64,INT. SULACO ESCAPE SHIP #4 (DREAM),0.8,0.9,-0.5,"Ripley navigates a dark escape ship, feeling the presence of the Alien. In a moment of panic, she discovers Newt is gone, leading to a terrifying confrontation."
Alien-3_Unknown,68,INT. TECHNOLOGY ROOM - REALITY - DAY,0.5,0.2,0.1,"Ripley awakens in a technology room, surrounded by John and Anthony, who is injured. The atmosphere is tense as they discuss the looming threat outside."
Alien-3_Unknown,72,INT. TECHNOLOGY ROOM - NIGHT,0.6,0.5,0.1,"Ripley and John prepare to face an unknown threat while Anthony, injured, urges them to leave him behind."
Alien-3_Unknown,73,INT. TECHNOLOGY ROOM - DAY,0.4,0.3,0.2,Anthony reflects on his past while Ripley and John navigate the calm yet eerie ocean.
Alien-3_Unknown,74,INT. TECHNOLOGY ROOM - NIGHT,0.5,0.4,0.0,"Ripley and John climb a treacherous ladder as the windmills burn, heightening the sense of danger."
Alien-3_Unknown,75,INT. UNDERGROUND WHEAT FIELDS - NIGHT,0.8,0.7,-0.5,"Ripley and John discover the aftermath of a brutal battle, surrounded by the charred remains of the Monks."
Alien-3_Unknown,76,INT. GLASS FACTORY - NIGHT,0.8,0.7,-0.5,"Ripley and John confront Brother Kyle in a glass factory, leading to a tragic decision as John strangles him to end his suffering."
Alien-3_Unknown,77,INT. LIBRARY - NIGHT,0.9,0.8,-0.6,"Ripley and John discover the Alien in a library, leading to a tense standoff as they realize the danger they are in."
Alien-3_Unknown,78,INT. LIBRARY - NIGHT,0.85,0.75,-0.4,"As the library burns, Ripley tries to save John from rushing back into the inferno, emphasizing the urgency of their escape."
Alien-3_Unknown,80,EXT. MONASTERY - NIGHT,0.3,0.2,-0.1,"Ripley kicks down burning planks to reach the escape ship while John and Mattias look on, surrounded by devastation."
Alien-3_Unknown,81,INT. SULACCO ESCAPE POD #4 - NIGHT,0.5,0.4,-0.2,"Ripley and John discuss their dire situation in the escape pod, revealing the threat of the dead monks outside."
Alien-3_Unknown,82,CUT TO: THE PAGE,0.7,0.6,-0.5,"John forces Ripley to drink a concoction, leading to a horrifying and violent reaction as she convulses."
Alien-3_Unknown,84,INT. SULACCO ESCAPE POD #4 - DAY,0.7,0.6,-0.2,"Ripley prepares to enter hypersleep while reflecting on a parchment from John, who warns of an evil presence. The scene conveys a sense of foreboding and isolation."
Alien-Resurrection_Unknown,0,INT. MEDLAB - DAY,0.5,0.5,-0.5,"A girl in a field experiences growing horror as she discovers blood rising around her, contrasting with the serene setting."
Alien-Resurrection_Unknown,1,INT. LAB - DAY,0.2,0.0,0.0,"Scientists observe a significant change in the subject's condition, indicating a troubling development."
Alien-Resurrection_Unknown,2,INT. HALLWAY - NIGHT,0.6,0.6,-0.3,"Ripley experiences a disturbing dream, marked by dark imagery and self-inflicted injury, heightening the sense of dread."
Alien-Resurrection_Unknown,3,INT. OPERATING CHAMBER - DAY,0.8,0.8,-0.7,"In a tense operating chamber, Ripley's chest is cut open, revealing a fetal alien, leading to chaos as it escapes."
Alien-Resurrection_Unknown,4,INT. RIPLEY'S CELL,0.5,0.3,-0.2,"Ripley is in a dark cell, appearing catatonic and reflecting on her scar and tattoo."
Alien-Resurrection_Unknown,5,INT. LAB,0.6,0.4,-0.1,"Ripley undergoes a blood test, but suddenly turns aggressive towards Wren, leading to chaos."
Alien-Resurrection_Unknown,6,INT. OBSERVATION ROOM,0.4,0.2,0.1,Wren and Gediman discuss Ripley's condition while observing her through a one-way mirror.
Alien-Resurrection_Unknown,7,INT. OBSERVATION ROOM TWO,0.7,0.5,-0.3,"In a darker observation room, Perez discusses genetic mutations while an alien suddenly attacks."
Alien-Resurrection_Unknown,8,INT. MESS HALL,0.5,0.3,-0.2,"Ripley and Gediman discuss the implications of the alien species while Wren enters, revealing the changes in their world."
Alien-Resurrection_Unknown,9,EXT. DEEP SPACE,0.0,0.0,0.0,"A small, dirty vessel approaches the pristine Auriga, contrasting the two ships with heavy rock music."
